t=1hr FeCl3 0 uM,,t=1hr FeCl3 5 uM,,t=1hr FeCl3 20 uM,,t=1hr FeCl3 50 uM,,t=1hr FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
974,-0.0003080890456,974,0.0215025004,974,0.09815090895,974,0.1486631334,974,0.1470565945,
973.333313,-0.0003533032723,973.333313,0.02148860134,973.333313,0.09800896049,973.333313,0.1484595686,973.333313,0.1468401849,
972.666626,-0.0003908575163,972.666626,0.02140796371,972.666626,0.09787769616,972.666626,0.1482644975,972.666626,0.146618709,
972,-0.0003772017953,972,0.02136279643,972,0.09772449732,972,0.148105517,972,0.1463483572,
971.333313,-0.000405030034,971.333313,0.02131649293,971.333313,0.09762375057,971.333313,0.1479522437,971.333313,0.1461466104,
970.666626,-0.000426339655,970.666626,0.02125681937,970.666626,0.09748508781,970.666626,0.1477044821,970.666626,0.1459046602,
970,-0.0005139981513,970,0.02116606012,970,0.09731800109,970,0.1474746615,970,0.1455438286,
969.333313,-0.0005141532747,969.333313,0.02113765851,969.333313,0.09719856828,969.333313,0.1473365873,969.333313,0.1453506052,
968.666626,-0.0005599664873,968.666626,0.02110847086,968.666626,0.09705356508,968.666626,0.1471247673,968.666626,0.1450995058,
968,-0.000667655142,968,0.02097438276,968,0.09687788039,968,0.146907419,968,0.1447956711,
967.333313,-0.0006176140159,967.333313,0.02099046484,967.333313,0.09673719108,967.333313,0.1467362791,967.333313,0.1445988715,
966.666626,-0.0006516819121,966.666626,0.02093596943,966.666626,0.09662166983,966.666626,0.1465681642,966.666626,0.1443554014,
966,-0.0006382928696,966,0.02092287689,966,0.09649072587,966,0.1464296132,966,0.1441221982,
965.333313,-0.0006585054798,965.333313,0.02095292136,965.333313,0.09646700323,965.333313,0.1463087499,965.333313,0.1440414041,
964.666626,-0.000602052547,964.666626,0.02098484151,964.666626,0.09639896452,964.666626,0.1461788714,964.666626,0.1438457817,
964,-0.000618441205,964,0.02097704448,964,0.09629610181,964,0.1460368186,964,0.1437615454,
963.333313,-0.0005255811848,963.333313,0.02102766,963.333313,0.09624243528,963.333313,0.1459241807,963.333313,0.143675074,
962.666626,-0.0004458898038,962.666626,0.02110308968,962.666626,0.09623280913,962.666626,0.1459114701,962.666626,0.1436452717,
962,-0.0003158492618,962,0.02114222385,962,0.09622708708,962,0.1458185762,962,0.1436137855,
961.333313,-0.0003312140761,961.333313,0.02115730755,961.333313,0.09613101929,961.333313,0.1456561089,961.333313,0.1435090899,
960.666626,-0.0002172842214,960.666626,0.02123384923,960.666626,0.09617666155,960.666626,0.145669356,960.666626,0.1435066015,
960,-0.0001436951279,960,0.02134912089,960,0.09611958265,960,0.1455438584,960,0.1434538662,
959.333313,-5.761834473E-005,959.333313,0.02142827772,959.333313,0.09615337104,959.333313,0.1455003917,959.333313,0.1434475034,
958.666626,-1.635962326E-005,958.666626,0.02147823945,958.666626,0.09607841074,958.666626,0.1454284191,958.666626,0.1433529258,
958,4.923790402E-005,958,0.0215382427,958,0.09604672343,958,0.1452935189,958,0.1432648599,
957.333313,0.0001192730342,957.333313,0.02156095579,957.333313,0.09598611295,957.333313,0.1452355832,957.333313,0.1431381404,
956.666626,0.0001211891285,956.666626,0.02155513503,956.666626,0.09590660036,956.666626,0.1450776756,956.666626,0.1430585384,
956,0.000116139985,956,0.02151370607,956,0.09582302719,956,0.1449160278,956,0.1428528577,
955.333313,0.000137061943,955.333313,0.02152287401,955.333313,0.09566515684,955.333313,0.1447386146,955.333313,0.1426780224,
954.666626,6.83961116E-005,954.666626,0.02148683369,954.666626,0.09552882612,954.666626,0.1445648223,954.666626,0.1424696147,
954,3.383427975E-005,954,0.02141484432,954,0.09539147466,954,0.1443167776,954,0.1421874166,
953.333313,-2.101889731E-005,953.333313,0.02136902325,953.333313,0.09520939738,953.333313,0.1441195607,953.333313,0.1419629157,
952.666626,-0.0001134175036,952.666626,0.02128634229,952.666626,0.09507539868,952.666626,0.1439130157,952.666626,0.1417022645,
952,-0.0001065853357,952,0.02126171254,952,0.09494119138,952,0.1437167823,952,0.1414720863,
951.333313,-0.0001789904636,951.333313,0.0211649444,951.333313,0.09473521262,951.333313,0.1434847713,951.333313,0.1412092894,
950.666626,-0.0001788869704,950.666626,0.02112692408,950.666626,0.09462939948,950.666626,0.1433154494,950.666626,0.1410183758,
950,-0.0001796632278,950,0.0211196132,950,0.09451083839,950,0.1431308836,950,0.1407747865,
949.333313,-0.0002219930902,949.333313,0.02104822733,949.333313,0.09429571033,949.333313,0.1428769231,949.333313,0.1405030638,
948.666626,-0.0002518492111,948.666626,0.02097938024,948.666626,0.09417150915,948.666626,0.142715022,948.666626,0.1402754933,
948,-0.0002752876608,948,0.02099741995,948,0.09404410422,948,0.142528519,948,0.1400918961,
947.333313,-0.0002977935947,947.333313,0.02095984854,947.333313,0.09397786111,947.333313,0.1423395723,947.333313,0.1399069428,
946.666626,-0.0003209191782,946.666626,0.02093659528,946.666626,0.09387939423,946.666626,0.1421906501,946.666626,0.1396784037,
946,-0.0003233506577,946,0.02083903179,946,0.09364492446,946,0.1419899762,946,0.1394159049,
945.333313,-0.0003498373553,945.333313,0.02084362134,945.333313,0.09352107346,945.333313,0.141730383,945.333313,0.1391503513,
944.666626,-0.0003518548328,944.666626,0.02080413327,944.666626,0.09345163405,944.666626,0.1416134834,944.666626,0.1390009075,
944,-0.000399857614,944,0.020762261,944,0.0932739228,944,0.141388014,944,0.1387848556,
943.333313,-0.00037544308,943.333313,0.02077076025,943.333313,0.09317693859,943.333313,0.1412591338,943.333313,0.1385884136,
942.666626,-0.0003897712741,942.666626,0.0207291618,942.666626,0.09306364506,942.666626,0.1410685629,942.666626,0.1383650899,
942,-0.0004010990087,942,0.02072845586,942,0.09296028316,942,0.1409084648,942,0.1381520033,
941.333313,-0.0004197710077,941.333313,0.02067890763,941.333313,0.09279595315,941.333313,0.1406720281,941.333313,0.1379041821,
940.666626,-0.0003870815272,940.666626,0.02066929825,940.666626,0.09272579849,940.666626,0.1405674666,940.666626,0.1377867162,
940,-0.0004426832311,940,0.02062700316,940,0.09250834584,940,0.1403235495,940,0.137486726,
939.333313,-0.0004287188058,939.333313,0.02055084147,939.333313,0.09237953275,939.333313,0.1401244551,939.333313,0.1372600943,
938.666626,-0.0004056507023,938.666626,0.02061329596,938.666626,0.09228034317,938.666626,0.1399553865,938.666626,0.1370741129,
938,-0.0003890471125,938,0.02059728093,938,0.09218287468,938,0.139810577,938,0.1368691921,
937.333313,-0.0004425280786,937.333313,0.0205523055,937.333313,0.09207262099,937.333313,0.1396373808,937.333313,0.1366437227,
936.666626,-0.0003858918499,936.666626,0.0205301065,936.666626,0.09196645766,936.666626,0.1394616514,936.666626,0.1364296526,
936,-0.0004161504621,936,0.02050614357,936,0.09178137034,936,0.1392652243,936,0.1362046003,
935.333313,-0.0003886850318,935.333313,0.02048478648,935.333313,0.09172870219,935.333313,0.1391078085,935.333313,0.1360833943,
934.666626,-0.0003838745179,934.666626,0.02049691603,934.666626,0.09160156548,934.666626,0.1389436871,934.666626,0.1358743757,
934,-0.0003765293513,934,0.02049235813,934,0.09149929136,934,0.1387510747,934,0.1356475949,
933.333313,-0.0003932368709,933.333313,0.02046877705,933.333313,0.09136787057,933.333313,0.1385457069,933.333313,0.1354747415,
932.666626,-0.0003858401033,932.666626,0.02040216513,932.666626,0.09125182033,932.666626,0.1383363903,932.666626,0.1352477074,
932,-0.0003863056481,932,0.02039993927,932,0.09112749994,932,0.1381889433,932,0.1350710541,
931.333313,-0.0004124264524,931.333313,0.02036062814,931.333313,0.09096498042,931.333313,0.1379378289,931.333313,0.1347836405,
930.666626,-0.0004184262361,930.666626,0.02033564448,930.666626,0.0908491984,930.666626,0.1378020346,930.666626,0.1346059442,
930,-0.0004466655955,930,0.02030463889,930,0.09071922302,930,0.1375531405,930,0.1343984902,
929.333313,-0.0003701668757,929.333313,0.02028041705,929.333313,0.09061054885,929.333313,0.13741678,929.333313,0.1341876239,
928.666626,-0.0004275809624,928.666626,0.02019927092,928.666626,0.09046349674,928.666626,0.1371323168,928.666626,0.1339641213,
928,-0.0004102023668,928,0.02023317106,928,0.09036049992,928,0.1369745284,928,0.1337664723,
927.333313,-0.0004075127363,927.333313,0.02015531436,927.333313,0.09025794268,927.333313,0.1368346661,927.333313,0.1335036755,
926.666626,-0.0004268568591,926.666626,0.02011553757,926.666626,0.09013967216,926.666626,0.1366486847,926.666626,0.1333592981,
926,-0.0003902367898,926,0.02011876367,926,0.09002739191,926,0.1364162862,926,0.1331100911,
925.333313,-0.0004876248713,925.333313,0.02008620277,925.333313,0.08987037838,925.333313,0.1362099051,925.333313,0.1329004467,
924.666626,-0.0003593038709,924.666626,0.02007427439,924.666626,0.08980715275,924.666626,0.1360623688,924.666626,0.13272205,
924,-0.0003905471531,924,0.02006746829,924,0.08966956288,924,0.1359048188,924,0.1325309426,
923.333313,-0.0004272189108,923.333313,0.01998931728,923.333313,0.08952157944,923.333313,0.1356688142,923.333313,0.1322472394,
922.666626,-0.0003971162369,922.666626,0.01998888329,922.666626,0.08940624446,922.666626,0.1355196536,922.666626,0.1321078092,
922,-0.0003822192666,922,0.01996511407,922,0.08931599557,922,0.1352906078,922,0.1318359077,
921.333313,-0.0004363734333,921.333313,0.01993269846,921.333313,0.0891444236,921.333313,0.1350902468,921.333313,0.1315764189,
920.666626,-0.0004383905034,920.666626,0.01989635639,920.666626,0.08905782551,920.666626,0.1348890066,920.666626,0.1314029396,
920,-0.0004225122684,920,0.01980065182,920,0.08891964704,920,0.1346792877,920,0.1311683655,
919.333313,-0.0004269085766,919.333313,0.01977372169,919.333313,0.08879116178,919.333313,0.1344745159,919.333313,0.1309593767,
918.666626,-0.0003812364885,918.666626,0.01982630976,918.666626,0.08870790154,918.666626,0.1343353838,918.666626,0.1308040321,
918,-0.0004439761979,918,0.01975819841,918,0.08856710047,918,0.1340703815,918,0.1305186898,
917.333313,-0.000465904508,917.333313,0.01975245588,917.333313,0.08840759844,917.333313,0.1339005232,917.333313,0.1303551644,
916.666626,-0.000455147383,916.666626,0.01966978237,916.666626,0.08829633892,916.666626,0.1337079406,916.666626,0.1301309019,
916,-0.0004563368857,916,0.01966222562,916,0.08818421513,916,0.1334711462,916,0.1299293637,
915.333313,-0.0004728344793,915.333313,0.01963855512,915.333313,0.08798829466,915.333313,0.1332623363,915.333313,0.1296769381,
914.666626,-0.0004248914483,914.666626,0.01962333359,914.666626,0.08785799891,914.666626,0.1330563128,914.666626,0.1294796318,
914,-0.000480695162,914,0.01960879005,914,0.08776573092,914,0.1328334957,914,0.1292383075,
913.333313,-0.0004707141197,913.333313,0.01957060769,913.333313,0.08765310794,913.333313,0.1326664686,913.333313,0.1290277839,
912.666626,-0.0004779542796,912.666626,0.01956827939,912.666626,0.0874826014,912.666626,0.132445246,912.666626,0.128780067,
912,-0.0004706624022,912,0.01955487393,912,0.08734508604,912,0.1322438717,912,0.1285610348,
911.333313,-0.000455250818,911.333313,0.01951675117,911.333313,0.08727522939,911.333313,0.1320897341,911.333313,0.1283582747,
910.666626,-0.0004433555878,910.666626,0.01952473819,910.666626,0.08714780211,910.666626,0.1318498999,910.666626,0.1281404197,
910,-0.0004224088334,910,0.01949530654,910,0.08701937646,910,0.131679818,910,0.1279372722,
909.333313,-0.0004456312163,909.333313,0.01944462582,909.333313,0.08691441268,909.333313,0.1314442903,909.333313,0.1276706904,
908.666626,-0.0003594073351,908.666626,0.01951967366,908.666626,0.08682983369,908.666626,0.1312609464,908.666626,0.1275009513,
908,-0.0004163573612,908,0.01944089122,908,0.0866587311,908,0.1311505437,908,0.1273104548,
907.333313,-0.0004276326799,907.333313,0.01943076588,907.333313,0.0865156576,907.333313,0.1309020668,907.333313,0.1270368695,
906.666626,-0.0004616120423,906.666626,0.01943388022,906.666626,0.08642067015,906.666626,0.1306991875,906.666626,0.1268556863,
906,-0.0004279430141,906,0.01937930845,906,0.08630622178,906,0.1304852664,906,0.1266222298,
905.333313,-0.00042504663,905.333313,0.01938886382,905.333313,0.08611793816,905.333313,0.1302687526,905.333313,0.1263674647,
904.666626,-0.0004223571159,904.666626,0.01936826482,904.666626,0.08603975922,904.666626,0.1300931424,904.666626,0.1261814833,
904,-0.0004109264701,904,0.01937007904,904,0.08593200892,904,0.1298827529,904,0.1259885877,
903.333313,-0.0004394766293,903.333313,0.01935224235,903.333313,0.08581178635,903.333313,0.1296862215,903.333313,0.1257698834,
902.666626,-0.0005053623463,902.666626,0.01927148551,902.666626,0.08566606045,902.666626,0.1294503361,902.666626,0.1255283356,
902,-0.0004624912108,902,0.01925130002,902,0.08553891629,902,0.1292339861,902,0.1253251284,
901.333313,-0.0004737653362,901.333313,0.01925430261,901.333313,0.08534859866,901.333313,0.1290561855,901.333313,0.1250529885,
900.666626,-0.0004461483913,900.666626,0.01926315203,900.666626,0.08526942879,900.666626,0.1288675815,900.666626,0.124854736,
900,-0.000395771378,900,0.01927957684,900,0.08519364148,900,0.1286930293,900,0.1246643662,
899.333313,-0.0004314082908,899.333313,0.01921073906,899.333313,0.08507000655,899.333313,0.1284580529,899.333313,0.1244128793,
898.666687,0.001221904182,898.666687,0.02229353972,898.666687,0.09371641278,898.666687,0.1352922469,898.666687,0.1319063008,
898,0.001898764633,898,0.02313131467,898,0.09109768271,898,0.1362327933,898,0.1330005825,
897.333374,0.002121532569,897.333374,0.02174192481,897.333374,0.08946499228,897.333374,0.1328414977,897.333374,0.1303195655,
896.666687,0.003164567985,896.666687,0.02466747724,896.666687,0.09108184278,896.666687,0.1358654648,896.666687,0.1278113127,
896,0.0005878538359,896,0.01978683472,896,0.08802130073,896,0.1331762522,896,0.1281953603,
895.333374,0.002977518132,895.333374,0.02413593605,895.333374,0.09045625478,895.333374,0.1349720806,895.333374,0.1297856867,
894.666687,0.002004881157,894.666687,0.02267609909,894.666687,0.08875530958,894.666687,0.13364169,894.666687,0.1271836609,
894,0.002286562696,894,0.02571147494,894,0.08967983723,894,0.1356885582,894,0.1298237294,
893.333374,0.004263962153,893.333374,0.02528024465,893.333374,0.09134630859,893.333374,0.1348106563,893.333374,0.1290380657,
892.666687,0.004124964587,892.666687,0.02633575723,892.666687,0.09222224355,892.666687,0.1371103078,892.666687,0.1312397271,
892,0.003189444542,892,0.02434311435,892,0.09046594799,892,0.1352654099,892,0.1287695467,
891.333374,0.002886147005,891.333374,0.02526965365,891.333374,0.0902376771,891.333374,0.1365272254,891.333374,0.1290852726,
890.666687,0.002374423901,890.666687,0.02285395935,890.666687,0.09032917023,890.666687,0.1334993541,890.666687,0.1286849529,
890,0.00323862792,890,0.02315886319,890,0.08879417926,890,0.1327886134,890,0.1276593357,
889.333374,0.003962918185,889.333374,0.0244448632,889.333374,0.09168259799,889.333374,0.1350002289,889.333374,0.1301314235,
888.666687,0.003380342387,888.666687,0.02259057947,888.666687,0.08951137215,888.666687,0.1314198971,888.666687,0.1270816773,
888,0.003208428854,888,0.02413109317,888,0.08801653981,888,0.1328873336,888,0.1266953796,
887.333374,0.003490030998,887.333374,0.02357427031,887.333374,0.08781284094,887.333374,0.1330399215,887.333374,0.1268195659,
886.666687,0.003683436895,886.666687,0.02417969517,886.666687,0.08944940567,886.666687,0.1330485791,886.666687,0.1290961802,
886,0.002591055818,886,0.02458564378,886,0.08936986327,886,0.1326004118,886,0.1282999367,
885.333374,0.002819833113,885.333374,0.02436816506,885.333374,0.08899062127,885.333374,0.1326063573,885.333374,0.1267766207,
884.666687,0.002502083313,884.666687,0.02348133177,884.666687,0.08939136565,884.666687,0.1317638606,884.666687,0.1265942454,
884,0.003779728198,884,0.02523955703,884,0.08816946298,884,0.1330986172,884,0.1267557293,
883.333374,0.001776142861,883.333374,0.02232288755,883.333374,0.0863988176,883.333374,0.1300813705,883.333374,0.1237838641,
882.666687,0.003855277319,882.666687,0.02373177372,882.666687,0.08947046101,882.666687,0.1313068569,882.666687,0.1287588626,
882,0.002610847354,882,0.02230446599,882,0.08827429265,882,0.1323022097,882,0.1257216483,
881.333374,0.002175824484,881.333374,0.02275590971,881.333374,0.08880285174,881.333374,0.130951643,881.333374,0.1251033694,
880.666687,0.003609170439,880.666687,0.02315916307,880.666687,0.08839979023,880.666687,0.1305964887,880.666687,0.1248767152,
880,0.003075530054,880,0.02249119803,880,0.08820524067,880,0.1293675154,880,0.1247021332,
879.333374,0.003414675826,879.333374,0.02335656062,879.333374,0.0882101208,879.333374,0.1304577589,879.333374,0.1253015697,
878.666687,0.002783514559,878.666687,0.02438029461,878.666687,0.08816750348,878.666687,0.1302910149,878.666687,0.1244345605,
878,0.003342150711,878,0.02457008511,878,0.08816899359,878,0.1300897598,878,0.1251629293,
877.333374,0.002648636,877.333374,0.02419190109,877.333374,0.08647553623,877.333374,0.13010104,877.333374,0.1233468056,
876.666687,0.003767194459,876.666687,0.02376349084,876.666687,0.08835306019,876.666687,0.130008176,876.666687,0.124580279,
876,0.003410370788,876,0.02229743637,876,0.08695890009,876,0.128590852,876,0.1239987463,
875.333374,0.003291912144,875.333374,0.0247683432,875.333374,0.08759818971,875.333374,0.1295674592,875.333374,0.1232796833,
874.666687,0.001759794075,874.666687,0.02279249206,874.666687,0.08608280867,874.666687,0.129205972,874.666687,0.1220585406,
874,0.003605724778,874,0.02397719212,874,0.08754242212,874,0.1297563314,874,0.1244649738,
873.333374,0.00296062883,873.333374,0.02431403846,873.333374,0.08613611758,873.333374,0.1286939979,873.333374,0.122383453,
872.666687,0.004217014648,872.666687,0.02444171347,872.666687,0.08780226111,872.666687,0.1290516853,872.666687,0.1231248155,
872,0.002510623075,872,0.02347313426,872,0.08635513484,872,0.1271928549,872,0.1218952611,
871.333374,0.00264525041,871.333374,0.02403568104,871.333374,0.0862563327,871.333374,0.1286892295,871.333374,0.1221691221,
870.666687,0.003729308257,870.666687,0.02320948802,870.666687,0.08651211858,870.666687,0.1272766888,870.666687,0.1220195219,
870,0.003641955554,870,0.02362335846,870,0.08667715639,870,0.128414005,870,0.122287631,
869.333374,0.002953357296,869.333374,0.02379088663,869.333374,0.08644790202,869.333374,0.1268878281,869.333374,0.1212470159,
868.666687,0.003564564278,868.666687,0.02437413484,868.666687,0.08648340404,868.666687,0.1269571036,868.666687,0.1211703941,
