FeCl3 0 uM,,FeCl3 5 uM,,FeCl3 20 uM,,FeCl3 50 uM,,FeCl3 100 uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
986.666626,0.0007050586282,986.666626,0.02906240895,986.666626,0.1022338867,986.666626,0.1954929829,986.666626,0.2379118055,
986,0.0006865982432,986,0.02902155928,986,0.1021476835,986,0.1953077018,986,0.2376478016,
985.333313,0.0006966839428,985.333313,0.02901746333,985.333313,0.1020353287,985.333313,0.1951451153,985.333313,0.2373921275,
984.666626,0.0007158188964,984.666626,0.02896200679,984.666626,0.1019204855,984.666626,0.1949567795,984.666626,0.2370621264,
984,0.0007129926817,984,0.02897373959,984,0.1018770859,984,0.1948353052,984,0.2367872447,
983.333313,0.0007258793339,983.333313,0.02893624641,983.333313,0.1017329022,983.333313,0.1945697963,983.333313,0.2364438623,
982.666626,0.0007472974248,982.666626,0.0289560575,982.666626,0.1016940027,982.666626,0.1944127828,982.666626,0.236195311,
982,0.0007253088988,982,0.02890370786,982,0.1016170308,982,0.1942072809,982,0.235879451,
981.333313,0.0007455341984,981.333313,0.02891386114,981.333313,0.1015239805,981.333313,0.1940140277,981.333313,0.2355850935,
980.666626,0.000733528519,980.666626,0.02888727374,980.666626,0.1014365107,980.666626,0.193855226,980.666626,0.2352760881,
980,0.0007651380147,980,0.02891643532,980,0.1013863534,980,0.1937038004,980,0.2350328863,
979.333313,0.0007670569466,979.333313,0.02888425812,979.333313,0.1012691334,979.333313,0.1934807003,979.333313,0.2347064465,
978.666626,0.000816641259,978.666626,0.02882201411,978.666626,0.1011609286,978.666626,0.1933185756,978.666626,0.2343945354,
978,0.0007963348762,978,0.02886987291,978,0.1011346281,978,0.1930743456,978,0.2340748757,
977.333313,0.0007668494945,977.333313,0.02877424471,977.333313,0.1009922251,977.333313,0.1928832829,977.333313,0.2337597907,
976.666626,0.0007921596407,976.666626,0.02878594398,976.666626,0.100886479,976.666626,0.1926450729,976.666626,0.2334424108,
976,0.0007903443184,976,0.02873964421,976,0.100806579,976,0.1924431473,976,0.2331351042,
975.333313,0.0007887883112,975.333313,0.02874365449,975.333313,0.1007304788,975.333313,0.19228746,975.333313,0.2328369766,
974.666626,0.0007625448634,974.666626,0.02870933339,974.666626,0.1006034464,974.666626,0.1920468658,974.666626,0.2324443609,
974,0.0007665383164,974,0.02868333831,974,0.1004851311,974,0.1917814612,974,0.2321096957,
973.333313,0.0007149632438,973.333313,0.02857094072,973.333313,0.1003144756,973.333313,0.1915456951,973.333313,0.2316839695,
972.666626,0.0006814906956,972.666626,0.0285513401,972.666626,0.100221999,972.666626,0.1913161278,972.666626,0.2313462347,
972,0.0006853019004,972,0.02849190868,972,0.1001069844,972,0.19114393,972,0.230972141,
971.333313,0.0006391545758,971.333313,0.02845815942,971.333313,0.09996983409,971.333313,0.1909015924,971.333313,0.2306207865,
970.666626,0.0006458949065,970.666626,0.02841054089,970.666626,0.09983719885,970.666626,0.1906378865,970.666626,0.2302297652,
970,0.0005502958666,970,0.02831031568,970,0.09970033169,970,0.1903142929,970,0.2297661155,
969.333313,0.0005889943568,969.333313,0.02826931514,969.333313,0.09956794232,969.333313,0.1901265681,969.333313,0.2293913215,
968.666626,0.0004996276111,968.666626,0.02820876241,968.666626,0.09947100282,968.666626,0.1898864061,968.666626,0.2289971113,
968,0.0004461926001,968,0.02808591165,968,0.09927461296,968,0.1896302402,968,0.228560403,
967.333313,0.0004609889293,967.333313,0.02810493857,967.333313,0.0991704464,967.333313,0.1893891096,967.333313,0.2282131314,
966.666626,0.0003765710862,966.666626,0.02806589007,966.666626,0.09902638197,966.666626,0.1891859323,966.666626,0.2279017419,
966,0.0004599005624,966,0.02806948125,966,0.09896001965,966,0.1889710575,966,0.2275146544,
965.333313,0.0004998349468,965.333313,0.02806818299,965.333313,0.09889747947,965.333313,0.1888221353,965.333313,0.2272962481,
964.666626,0.0004977098433,964.666626,0.02808157541,964.666626,0.0988343209,964.666626,0.1886016428,964.666626,0.2270327061,
964,0.0005366887199,964,0.028082598,964,0.09876783192,964,0.1884417385,964,0.2267612219,
963.333313,0.0005737271276,963.333313,0.02806318365,963.333313,0.09874040633,963.333313,0.1882875562,963.333313,0.2265831083,
962.666626,0.0006760979886,962.666626,0.02816266008,962.666626,0.09875639528,962.666626,0.1881524771,962.666626,0.2263750136,
962,0.0007470381679,962,0.0282148663,962,0.09876821935,962,0.1880463809,962,0.2262162268,
961.333313,0.0007551026065,961.333313,0.0282563027,961.333313,0.09870037436,961.333313,0.187857151,961.333313,0.2260215133,
960.666626,0.0009019228746,960.666626,0.02836345136,960.666626,0.09876611084,960.666626,0.1877836734,960.666626,0.2258467376,
960,0.0009073962574,960,0.02836886793,960,0.09873276949,960,0.1876048893,960,0.2256906778,
959.333313,0.001033950481,959.333313,0.02841335908,959.333313,0.09875418246,959.333313,0.1874418408,959.333313,0.2255234718,
958.666626,0.001047806814,958.666626,0.02846484818,958.666626,0.0987143442,958.666626,0.1873410493,958.666626,0.22526519,
958,0.001083669136,958,0.02848389186,958,0.09870037436,958,0.1871405095,958,0.2250965089,
957.333313,0.001164746471,957.333313,0.02854583971,957.333313,0.09867171943,957.333313,0.187005505,957.333313,0.2248984724,
956.666626,0.001152417739,956.666626,0.02853997983,956.666626,0.09857676178,956.666626,0.1867845356,956.666626,0.2245733887,
956,0.001182656153,956,0.02847767249,956,0.09850631654,956,0.1865313351,956,0.2242708504,
955.333313,0.00112874771,955.333313,0.02846363187,955.333313,0.09842633456,955.333313,0.1863568127,955.333313,0.2239362299,
954.666626,0.001109698322,954.666626,0.02842471749,954.666626,0.09833302349,954.666626,0.1861342639,954.666626,0.2236363441,
954,0.001053074375,954,0.02838467434,954,0.09817703068,954,0.1858415008,954,0.223218441,
953.333313,0.00106285722,953.333313,0.02829089388,953.333313,0.09803368151,953.333313,0.1855929494,953.333313,0.222895354,
952.666626,0.0009748198208,952.666626,0.02821008675,952.666626,0.09789416939,952.666626,0.1852972955,952.666626,0.2224823236,
952,0.0009489802178,952,0.02816754952,952,0.09778787941,952,0.1850407571,952,0.2221325338,
951.333313,0.0008800302749,951.333313,0.02807307057,951.333313,0.09760303795,951.333313,0.1847288013,951.333313,0.2217358351,
950.666626,0.0008957752143,950.666626,0.02802414075,950.666626,0.09747575969,950.666626,0.1844876558,950.666626,0.2213808,
950,0.0008927662275,950,0.02804598212,950,0.09737743437,950,0.184273228,950,0.2210517824,
949.333313,0.0008288826211,949.333313,0.02797720395,949.333313,0.09722281992,949.333313,0.1839962602,949.333313,0.2206679136,
948.666626,0.0008174452232,948.666626,0.02792566083,948.666626,0.09710325301,948.666626,0.1837354749,948.666626,0.2203338146,
948,0.0008199349977,948,0.02791141719,948,0.09696777165,948,0.1834600866,948,0.2199648768,
947.333313,0.0008163300809,947.333313,0.02785919234,947.333313,0.09686745703,947.333313,0.1832636148,947.333313,0.2196723521,
946.666626,0.0008270930848,946.666626,0.02781630307,946.666626,0.09675423056,946.666626,0.1829882413,946.666626,0.2192813307,
946,0.0007874398143,946,0.02774808556,946,0.0966418162,946,0.1827338934,946,0.2189642787,
945.333313,0.0007889439003,945.333313,0.02777976543,945.333313,0.09648128599,945.333313,0.1824633479,945.333313,0.2186011672,
944.666626,0.000808809069,944.666626,0.0277638156,944.666626,0.09641609341,944.666626,0.1822374016,944.666626,0.2182686627,
944,0.0007370031672,944,0.02767121606,944,0.0962171033,944,0.1819974184,944,0.2179595679,
943.333313,0.0007883214857,943.333313,0.02771395445,943.333313,0.09615010768,943.333313,0.1817824841,943.333313,0.2176281959,
942.666626,0.0007388441591,942.666626,0.02767477557,942.666626,0.09605399519,942.666626,0.1815948784,942.666626,0.2173129916,
942,0.0007532874588,942,0.02766807191,942,0.09595660865,942,0.1813222021,942,0.2169856429,
941.333313,0.0007174783386,941.333313,0.02759433351,941.333313,0.09576428682,941.333313,0.1810192764,941.333313,0.216616556,
940.666626,0.0007595627685,940.666626,0.02756909467,940.666626,0.09568809718,940.666626,0.1808386594,940.666626,0.216345191,
940,0.0007119036745,940,0.02753870003,940,0.09548241645,940,0.1805447787,940,0.2159577459,
939.333313,0.0007160263485,939.333313,0.02750930004,939.333313,0.09538902342,939.333313,0.180285275,939.333313,0.2155794054,
938.666626,0.0007501238724,938.666626,0.02752543241,938.666626,0.0952565223,938.666626,0.1800908148,938.666626,0.2152874917,
938,0.0007588885492,938,0.02749617212,938,0.09513836354,938,0.1798036247,938,0.21493949,
937.333313,0.0007227159804,937.333313,0.02745033987,937.333313,0.09505774081,937.333313,0.1795848012,937.333313,0.2146445662,
936.666626,0.0007372105611,936.666626,0.02737156488,936.666626,0.09486575425,936.666626,0.1793210655,936.666626,0.2142860293,
936,0.0007093627355,936,0.02740826271,936,0.09477160126,936,0.1790459007,936,0.2139355242,
935.333313,0.0007792710094,935.333313,0.02739262953,935.333313,0.09467981011,935.333313,0.1788668931,935.333313,0.213674143,
934.666626,0.0007803601329,934.666626,0.02738047019,934.666626,0.09454082698,934.666626,0.1786582321,934.666626,0.2132998556,
934,0.000765864097,934,0.02733550593,934,0.09444625676,934,0.1783915758,934,0.2129754722,
933.333313,0.0007600813988,933.333313,0.0273383446,933.333313,0.09426614642,933.333313,0.1781397909,933.333313,0.2126605064,
932.666626,0.0007667976315,932.666626,0.02730121277,932.666626,0.09416630119,932.666626,0.1778955311,932.666626,0.2123268098,
932,0.0007600295357,932,0.02729501016,932,0.09402645379,932,0.1776264608,932,0.2119645625,
931.333313,0.0007311948575,931.333313,0.02720791288,931.333313,0.09382139891,931.333313,0.1773647964,931.333313,0.2116138339,
930.666626,0.0007423706702,930.666626,0.027195815,930.666626,0.09370783716,930.666626,0.1771505922,930.666626,0.2112766802,
930,0.0006966839428,930,0.02714182995,930,0.09362199157,930,0.1768964827,930,0.2109145224,
929.333313,0.0007478679181,929.333313,0.02715472691,929.333313,0.09346187115,929.333313,0.1766639203,929.333313,0.2105880827,
928.666626,0.0006807129248,928.666626,0.02710017003,928.666626,0.09325874597,928.666626,0.1763889343,928.666626,0.2102300674,
928,0.0007066661492,928,0.02703517675,928,0.09312551469,928,0.1761550456,928,0.2098847926,
927.333313,0.0007075995672,927.333313,0.02702264301,927.333313,0.09301999211,927.333313,0.1758924872,927.333313,0.209538132,
926.666626,0.0006913170218,926.666626,0.02695556916,926.666626,0.09292338043,926.666626,0.1756400913,926.666626,0.20923917,
926,0.0007686128956,926,0.02695945278,926,0.09275168926,926,0.1753815711,926,0.2088805437,
925.333313,0.0007032696158,925.333313,0.02692585066,925.333313,0.09259224683,925.333313,0.175105989,925.333313,0.208554253,
924.666626,0.0007482828223,924.666626,0.02693400346,924.666626,0.09251514077,924.666626,0.1748934686,924.666626,0.2081984133,
924,0.0007859356701,924,0.0268875137,924,0.09240569919,924,0.174668014,924,0.2078880072,
923.333313,0.0007403999916,923.333313,0.02688798308,923.333313,0.09226194024,923.333313,0.174372822,923.333313,0.2075299919,
922.666626,0.0007640488911,922.666626,0.02683282457,922.666626,0.09214632213,922.666626,0.1741320193,922.666626,0.2071623355,
922,0.0007671606727,922,0.02680999786,922,0.09201198816,922,0.1738481969,922,0.2068198323,
921.333313,0.000720797223,921.333313,0.02677271888,921.333313,0.09185118228,921.333313,0.1735938638,921.333313,0.2064432502,
920.666626,0.0007492162986,920.666626,0.02672096156,920.666626,0.09168576449,920.666626,0.1733137816,920.666626,0.2061267346,
920,0.0007185673458,920,0.02666208148,920,0.09154754877,920,0.1730559468,920,0.2057985663,
919.333313,0.0007238568505,919.333313,0.02663590573,919.333313,0.09139582515,919.333313,0.1727675796,919.333313,0.2054280937,
918.666626,0.0007544283872,918.666626,0.02663196996,918.666626,0.09136221558,918.666626,0.1725234687,918.666626,0.205106467,
918,0.0007101924275,918,0.02656038851,918,0.0911668092,918,0.172218442,918,0.2047155201,
917.333313,0.0007523020613,917.333313,0.02656690963,917.333313,0.09108226001,917.333313,0.1720029861,917.333313,0.2043889016,
916.666626,0.0007523539243,916.666626,0.02650329098,916.666626,0.09089399874,916.666626,0.1716786921,916.666626,0.2040496618,
916,0.0007529762806,916,0.02649748512,916,0.090813905,916,0.1714636981,916,0.2036988437,
915.333313,0.0006815944216,915.333313,0.02640433237,915.333313,0.09061303735,915.333313,0.1711362302,915.333313,0.2033624053,
914.666626,0.0006511057727,914.666626,0.02637715451,914.666626,0.09042810649,914.666626,0.1708736569,914.666626,0.2029767036,
914,0.0006670497824,914,0.02635044605,914,0.09035954624,914,0.17056638,914,0.2026447505,
913.333313,0.0006833833177,913.333313,0.02630599961,913.333313,0.09022779763,913.333313,0.170314312,913.333313,0.2023208439,
912.666626,0.0006756313378,912.666626,0.02630192973,912.666626,0.09006538987,912.666626,0.1700360328,912.666626,0.2019341737,
912,0.000646983739,912,0.02625798248,912,0.08992631733,912,0.1697542667,912,0.2016161978,
911.333313,0.0006898132269,911.333313,0.02628212795,911.333313,0.08987648785,911.333313,0.1695142835,911.333313,0.2012808323,
910.666626,0.0006863908493,910.666626,0.02625344507,910.666626,0.08971121907,910.666626,0.1692637801,910.666626,0.2009171993,
910,0.0006963728229,910,0.0262371935,910,0.08958453685,910,0.1690072566,910,0.2005934268,
909.333313,0.0006700053345,909.333313,0.02625141107,909.333313,0.08943451941,909.333313,0.1687458456,909.333313,0.2002443224,
908.666626,0.0006710164598,908.666626,0.02619163133,908.666626,0.08932331204,908.666626,0.1684424877,908.666626,0.1999085844,
908,0.000689605833,908,0.02620260231,908,0.08924722672,908,0.1682288945,908,0.1995466799,
907.333313,0.0006839537527,907.333313,0.02616562322,907.333313,0.08909424394,907.333313,0.1679046154,907.333313,0.1992013156,
906.666626,0.0007163893315,906.666626,0.02618360333,906.666626,0.08897066861,906.666626,0.1676688194,906.666626,0.1987984627,
906,0.0006668942515,906,0.02609277144,906,0.08881539851,906,0.1673905551,906,0.1984815001,
905.333313,0.0006651831791,905.333313,0.02611539513,905.333313,0.08866570145,905.333313,0.1670818925,905.333313,0.1980786622,
904.666626,0.0007068217383,904.666626,0.02611399256,904.666626,0.08861881495,904.666626,0.1668541431,904.666626,0.1977371275,
904,0.0007107109996,904,0.02608438767,904,0.08848065138,904,0.1665904969,904,0.1973861903,
903.333313,0.000670549809,903.333313,0.0260990113,903.333313,0.08837586641,903.333313,0.1663530171,903.333313,0.1970648021,
902.666626,0.0006451171939,902.666626,0.02604683861,902.666626,0.08817216009,902.666626,0.1660361439,902.666626,0.1966655552,
902,0.0006522983313,902,0.02600857988,902,0.08807703108,902,0.1657548994,902,0.1962990016,
901.333313,0.0006575870211,901.333313,0.02596908808,901.333313,0.08790557086,901.333313,0.1654900312,901.333313,0.1959683001,
900.666626,0.000720278651,900.666626,0.02597029693,900.666626,0.08782976866,900.666626,0.1652355045,900.666626,0.1956224889,
900,0.0007010916597,900,0.02598475292,900,0.08772273362,900,0.1650188267,900,0.1952600628,
899.333313,0.0006912132958,899.333313,0.02594957687,899.333313,0.08751480281,899.333313,0.1647237688,899.333313,0.1948794574,
898.666687,0.001036545262,898.666687,0.02825555764,898.666687,0.09207156301,898.666687,0.17151995,898.666687,0.2020767033,
898,0.002933628391,898,0.03135377541,898,0.09167537093,898,0.1735558361,898,0.2039676309,
897.333374,0.0001936961198,897.333374,0.02716043033,897.333374,0.09185309708,897.333374,0.1694015861,897.333374,0.2015330195,
896.666687,0.005009605084,896.666687,0.03048156388,896.666687,0.09195699543,896.666687,0.1723062396,896.666687,0.2042274326,
896,0.0005629185471,896,0.02767596208,896,0.09125878662,896,0.1701843292,896,0.1996625513,
895.333374,0.003500260413,895.333374,0.02894421481,895.333374,0.09512154013,895.333374,0.1720496118,895.333374,0.200844273,
894.666687,0.002790053841,894.666687,0.02977887914,894.666687,0.09160575271,894.666687,0.1706446856,894.666687,0.2009361088,
894,0.002529994352,894,0.02876561508,894,0.09250831604,894,0.1716135889,894,0.2008920312,
893.333374,0.001638744608,893.333374,0.03069620952,893.333374,0.09170386195,893.333374,0.1694803983,893.333374,0.200371474,
892.666687,0.003126630094,892.666687,0.0306518171,892.666687,0.0927124992,892.666687,0.1712584496,892.666687,0.2018642873,
892,0.002343868138,892,0.03053029999,892,0.09352107346,892,0.1699970514,892,0.2004195601,
891.333374,0.005621616729,891.333374,0.03206693009,891.333374,0.09317655116,891.333374,0.1716881841,891.333374,0.1995241791,
890.666687,0.003689754754,890.666687,0.02976995148,890.666687,0.09238341451,890.666687,0.1698078811,890.666687,0.1991425604,
890,0.001316067413,890,0.02910868824,890,0.0896821022,890,0.1680403203,890,0.1981765032,
889.333374,0.003108092584,889.333374,0.03204722703,889.333374,0.09287308156,889.333374,0.1693109125,889.333374,0.2001026124,
888.666687,0.004450181033,888.666687,0.02981719375,888.666687,0.09166712314,888.666687,0.1679496914,888.666687,0.1982938498,
888,0.003099123947,888,0.02975966595,888,0.09195702523,888,0.1661539972,888,0.199296698,
887.333374,0.002198719187,887.333374,0.02910229377,887.333374,0.09216712415,887.333374,0.1682654917,887.333374,0.1974574775,
886.666687,0.003727141302,886.666687,0.03007040359,886.666687,0.09066390991,886.666687,0.1681577712,886.666687,0.1954785287,
886,0.002738993149,886,0.0307371337,886,0.09012763202,886,0.1663870811,886,0.1968349069,
885.333374,0.002439888893,885.333374,0.02691703662,885.333374,0.09089524299,885.333374,0.1658976823,885.333374,0.1964811981,
884.666687,0.001180216204,884.666687,0.0298478324,884.666687,0.08878408372,884.666687,0.1658778042,884.666687,0.1947235018,
884,0.002780779032,884,0.02938411385,884,0.09008351713,884,0.1675398499,884,0.196748659,
883.333374,0.00228997157,883.333374,0.02929969877,883.333374,0.08928623796,883.333374,0.1654108465,883.333374,0.193996951,
882.666687,0.003727767849,882.666687,0.03145826608,882.666687,0.09240313619,882.666687,0.1677078158,882.666687,0.1952704042,
882,0.003039945848,882,0.03114316985,882,0.08953306824,882,0.1666880995,882,0.1950909495,
881.333374,0.002832417609,881.333374,0.03023541532,881.333374,0.08937444538,881.333374,0.1654170901,881.333374,0.1935894638,
